arg_propositions,questionText,comments,summary,id,subset,my_category
"[
  {
    ""claim"": ""I would really prefer not to shovel snow that gets stuck to the shovel"",
    ""ground"": [""Every time I shovel a row of snow, some of it gets stuck and I have to waste time banging it on the ground"", ""This is a hassle""]
  },
  {
    ""claim"": ""I want to shovel quicker and more efficiently"",
    ""ground"": [""Every time I shovel a row of snow, some of it gets stuck and I have to waste time banging it on the ground"", ""This is a hassle""]
  }
]",How to stop snow from sticking to the shovel,"It has been snowing a lot lately and I don't have a snow blower, so I have to shovel. Every time I shovel a row of snow, some of it gets stuck and I have to waste time banging it on the ground. This is a hassle and I would really prefer not to do it.  Is there any hack to keep snow from sticking to a shovel, so I can shovel quicker and more efficiently?","Several commenters suggest coating the shovel in a non-stick substance, such as wax (ski wax or auto detail wax), cooking spray, bacon grease, WD-40, etc. One commenter suggests leaving the shovel outside, explaining that the snow sticks because it starts melting upon contact with the warmer shovel. Another suggestion is to salt the snow or the shovel, but another user points out that this makes the ice melt but doesn't help with sticking. One other commenter suggests using a different type of shovel that works more like a plow.",50,stack,1
"[
  {
    ""claim"": ""Wax that snow shovel like a pair of skis or a snowboard"",
    ""ground"": [
      ""Other people have solved the problem of making themselves slide off of snow"",
      ""Waxing skis or snowboards helps them slide off snow""
    ]
  },
  {
    ""claim"": ""You can get serious and do it with actual ski wax"",
    ""ground"": [
      ""Actual ski wax is used for skis or snowboards to help them slide off snow""
    ]
  },
  {
    ""claim"": ""Auto detail wax would help as well"",
    ""ground"": [
      ""Auto detail wax can make surfaces slick, similar to ski wax""
    ]
  },
  {
    ""claim"": ""Even a quick Turtle Waxing will help"",
    ""ground"": [
      ""Turtle Wax is a type of auto detail wax that can make surfaces slick""
    ]
  }
]",How to stop snow from sticking to the shovel,"Look at how other people have solved the problem of making snow slide off. Or rather, of making themselves slide off of snow. Meaning, wax that snow shovel like a pair of skis or a snowboard.  You can get serious and do it with actual ski wax, but auto detail wax would help as well. Even a quick Turtle Waxing will help.","Several commenters suggest coating the shovel in a non-stick substance, such as wax (ski wax or auto detail wax), cooking spray, bacon grease, WD-40, etc. One commenter suggests leaving the shovel outside, explaining that the snow sticks because it starts melting upon contact with the warmer shovel. Another suggestion is to salt the snow or the shovel, but another user points out that this makes the ice melt but doesn't help with sticking. One other commenter suggests using a different type of shovel that works more like a plow.",50,stack,1
"[
  {
    ""claim"": ""A great hack for this problem is to use non-stick cooking spray"",
    ""ground"": [
      ""it will make the snow not stick"",
      ""This works for both plastic and metal shovels""
    ]
  },
  {
    ""claim"": ""Apply cooking spray to the bottom of a sled to make it go faster"",
    ""ground"": []
  }
]",How to stop snow from sticking to the shovel,"A great hack for this problem is to use non-stick cooking spray. This will do exactly what it does with pans, it will make the snow not stick. You just have to spray a generous amount of the spray on each side of the shovel. This works for both plastic and metal shovels. It might even work with shovels on the beach during the summer, so they don't get sand on them (not sure, haven't tried it).  Extra Hack : Apply cooking spray to the bottom of a sled to make it go faster.","Several commenters suggest coating the shovel in a non-stick substance, such as wax (ski wax or auto detail wax), cooking spray, bacon grease, WD-40, etc. One commenter suggests leaving the shovel outside, explaining that the snow sticks because it starts melting upon contact with the warmer shovel. Another suggestion is to salt the snow or the shovel, but another user points out that this makes the ice melt but doesn't help with sticking. One other commenter suggests using a different type of shovel that works more like a plow.",50,stack,1
"[{""claim"": ""Don't use a shovel"", ""ground"": [""There was a guy who made a video of himself rolling snow up like a carpet""]}, {""claim"": ""Rolling snow up like a carpet may not work for you"", ""ground"": [""Depending on the depth of your snow""]}]",How to stop snow from sticking to the shovel,"Don't use a shovel. There was a guy who made a  video of himself rolling snow up like a carpet . Depending on the depth of your snow, this may not work for you.","Several commenters suggest coating the shovel in a non-stick substance, such as wax (ski wax or auto detail wax), cooking spray, bacon grease, WD-40, etc. One commenter suggests leaving the shovel outside, explaining that the snow sticks because it starts melting upon contact with the warmer shovel. Another suggestion is to salt the snow or the shovel, but another user points out that this makes the ice melt but doesn't help with sticking. One other commenter suggests using a different type of shovel that works more like a plow.",50,stack,1
"[
  {
    ""claim"": ""If you use a different type of shovel, more like a plow, and push it like a plow, there is never an issue of snow sticking"",
    ""ground"": [""a plow type shovel prevents snow from sticking""]
  },
  {
    ""claim"": ""Hold at a slight angle while going down the driveway just like a big snowplow"",
    ""ground"": [""holding at a slight angle mimics a big snowplow""]
  },
  {
    ""claim"": ""If more snow, make narrower swaths"",
    ""ground"": [""making narrower swaths helps when there is more snow""]
  },
  {
    ""claim"": ""The plow type shovel still allows you to throw when needed"",
    ""ground"": [""the plow type shovel is versatile for both pushing and throwing snow""]
  }
]",How to stop snow from sticking to the shovel,"If you use a different type of shovel, more like a plow, and push it like a plow, there is never an issue of snow sticking. Hold at a slight angle while going down the driveway just like a big snowplow. If more snow, make narrower swaths. The plow type shovel still allows you to throw when needed.  Use this:   instead of this:","Several commenters suggest coating the shovel in a non-stick substance, such as wax (ski wax or auto detail wax), cooking spray, bacon grease, WD-40, etc. One commenter suggests leaving the shovel outside, explaining that the snow sticks because it starts melting upon contact with the warmer shovel. Another suggestion is to salt the snow or the shovel, but another user points out that this makes the ice melt but doesn't help with sticking. One other commenter suggests using a different type of shovel that works more like a plow.",50,stack,1
"[
  {
    ""claim"": ""Snow sticks to the shovel"",
    ""ground"": [""snow melts on contact with the shovel blade""]
  },
  {
    ""claim"": ""Keeping the shovel outdoors can most easily prevent snow from sticking"",
    ""ground"": [""the shovel is cold before you start shoveling the snow""]
  },
  {
    ""claim"": ""Keeping the shovel outdoors will let the snow slide off the blade without requiring waxing, oiling, etc."",
    ""ground"": [""the shovel is cold before you start shoveling the snow""]
  },
  {
    ""claim"": ""Keeping the shovel outdoors will work equally well with a plastic or metal shovel blade"",
    ""ground"": [""the shovel is cold before you start shoveling the snow""]
  },
  {
    ""claim"": ""Keeping the shovel outdoors will not work when the temperature outside is actually above freezing"",
    ""ground"": [""the shovel cannot be kept cold when the temperature is above freezing""]
  },
  {
    ""claim"": ""Spraying the blade with ether-based engine starting fluid could help when the temperature is above freezing"",
    ""ground"": [""ether-based engine starting fluid will evaporate quickly even in very cold weather, chilling the shovel blade so it doesn't stick to the snow as badly""]
  },
  {
    ""claim"": ""Even a waxed or oiled blade will stick some when the temperature is above freezing"",
    ""ground"": [""in these conditions, there really isn't much you can do""]
  },
  {
    ""claim"": ""Keep the blade cold, below freezing"",
    ""ground"": [""keeping the blade cold prevents snow from sticking""]
  }
]",How to stop snow from sticking to the shovel,"Snow sticks to the shovel because it melts on contact with the shovel blade.  This can be most easily prevented by keeping the shovel outdoors, so it's cold before you start shoveling the snow.  This will let the snow slide off the blade, without requiring waxing, oiling, etc.  As a bonus, it'll work equally well with a plastic or metal shovel blade.  The only time this won't work is when the temperature outside is actually above freezing.  If that's the case, you could try spraying the blade with ether-based engine starting fluid; it will evaporate quickly even in very cold weather, chilling the shovel blade so it doesn't stick to the snow as badly, but in these conditions, there really isn't much you can do -- even a waxed or oiled blade will stick some.  TL;DR  Keep the blade cold, below freezing.","Several commenters suggest coating the shovel in a non-stick substance, such as wax (ski wax or auto detail wax), cooking spray, bacon grease, WD-40, etc. One commenter suggests leaving the shovel outside, explaining that the snow sticks because it starts melting upon contact with the warmer shovel. Another suggestion is to salt the snow or the shovel, but another user points out that this makes the ice melt but doesn't help with sticking. One other commenter suggests using a different type of shovel that works more like a plow.",50,stack,1
"[{""claim"": ""Spray Rain-X on to the shovel before shoveling"", ""ground"": []}]",How to stop snow from sticking to the shovel,Spray  Rain-X  on to the shovel before shoveling.,"Several commenters suggest coating the shovel in a non-stick substance, such as wax (ski wax or auto detail wax), cooking spray, bacon grease, WD-40, etc. One commenter suggests leaving the shovel outside, explaining that the snow sticks because it starts melting upon contact with the warmer shovel. Another suggestion is to salt the snow or the shovel, but another user points out that this makes the ice melt but doesn't help with sticking. One other commenter suggests using a different type of shovel that works more like a plow.",50,stack,1
"[
  {
    ""claim"": ""The best cure is to use a decent car wax in paste form"",
    ""ground"": [
      ""wax works on old shovels just fine"",
      ""I have done this for 50 years on metal and plastic shovels"",
      ""I get a lot of snow where I live and I wax shovels at the start of the season"",
      ""works great on snow plows also"",
      ""helps keep them looking good and keeps the pitting & rusting to a minimum""
    ]
  },
  {
    ""claim"": ""Ballistol gun cleaner also works in a pinch"",
    ""ground"": [
      ""spray or wipe it on shovel let it set for a few hours and buff it"",
      ""this will also last the whole season""
    ]
  }
]",How to stop snow from sticking to the shovel,"The best cure is to use  a decent car wax in paste form. Best to wax it when  you first get the shovel but it works on old shovels just  fine. I have done this for 50 years on metal and plastic  shovels. I get a lot of snow where I live and I wax  em at the start of the season. Works great on snow plows also, helps keep them looking good and keeps the pitting & rusting to a minimum.Ballistol gun cleaner also works in a pinch. Spray or wipe it on shovel let it set for a few hours  and  buff it. This will also last the whole season...","Several commenters suggest coating the shovel in a non-stick substance, such as wax (ski wax or auto detail wax), cooking spray, bacon grease, WD-40, etc. One commenter suggests leaving the shovel outside, explaining that the snow sticks because it starts melting upon contact with the warmer shovel. Another suggestion is to salt the snow or the shovel, but another user points out that this makes the ice melt but doesn't help with sticking. One other commenter suggests using a different type of shovel that works more like a plow.",50,stack,1
"[
  {
    ""claim"": ""Heavy Duty Metal Protector works great on all types of snow shovels"",
    ""ground"": [
      ""Heavy Duty Metal Protector is meant as a motorcycle chain lube"",
      ""Heavy Duty Metal Protector sprays on and dries to a very durable wax like finish on metal and plastic shovels"",
      ""I have found one product that works great after 20 years of shoveling heavy wet snow here in Colorado""
    ]
  },
  {
    ""claim"": ""The oil sprays like the dupont spray wear off the first time I use them"",
    ""ground"": []
  }
]",How to stop snow from sticking to the shovel,"After 20 years of shoveling heavy wet snow here in Colorado, I have found one product that works great.I used Amsoil auto and motorcycle and 4cycle oil for years, and Amsoil sells a product called ""Heavy Duty Metal Protector"" or MPHD. It is meant as a motorcycle chain lube, but it really works on all types of snow shovels. It sprays on, and dries to a very durable wax like finish on metal and plastic shovels.In the fall I bring all 3 of my snow shovels inside and clean and dry them. I then spray a heavy coat of MPHD. In March, I may have to spray again lightly.The oil sprays like the dupont spray wear off the first time I use them.","Several commenters suggest coating the shovel in a non-stick substance, such as wax (ski wax or auto detail wax), cooking spray, bacon grease, WD-40, etc. One commenter suggests leaving the shovel outside, explaining that the snow sticks because it starts melting upon contact with the warmer shovel. Another suggestion is to salt the snow or the shovel, but another user points out that this makes the ice melt but doesn't help with sticking. One other commenter suggests using a different type of shovel that works more like a plow.",50,stack,1
"[{""claim"": ""I am apprehensive if I should say to my boss that my colleague could do better at his job"", ""ground"": [""my colleague could be more devoted"", ""my boss has asked me to keep an eye on a colleague"", ""my boss wants me to report to him after 2 weeks what I think about how my colleague is doing his job""]}]",My boss asked me to keep an eye on a colleague and report how he performs. How should I respond?,"My boss has asked me to keep an eye on a colleague, who is working with me on a project. He wants me to report to him after 2 weeks what I think about how he is doing his job.  Even if I think he could do better at his job, for example, be more devoted, I am still apprehensive if I should say this to my boss.   Any advice on how I should respond to my boss?","Commentators generally agree that the original poster should be honest, fair, and objective when evaluating the coworker and obey his boss and do it. They warn him against hurting interpersonal relations. Some commentators believe that the boss should never have asked the OP to observe the coworker and that he is trying to shift responsibility. The OP takes time to give additional details about the situation.",51,stack,1
"[
  {
    ""claim"": ""Be honest and fair"",
    ""ground"": [
      ""The alternative is to guess what the boss thinks, then to guess what you need to say, so the boss does what you guess the boss should do"",
      ""That won't achieve anything other than possibly losing the boss's trust""
    ]
  }
]",My boss asked me to keep an eye on a colleague and report how he performs. How should I respond?,"Be honest and fair.   The alternative is to guess what the boss thinks, then to guess what you need to say, so the boss does what you guess the boss should do. That won't achieve anything other than possibly losing the boss's trust.","Commentators generally agree that the original poster should be honest, fair, and objective when evaluating the coworker and obey his boss and do it. They warn him against hurting interpersonal relations. Some commentators believe that the boss should never have asked the OP to observe the coworker and that he is trying to shift responsibility. The OP takes time to give additional details about the situation.",51,stack,1
"[
  {
    ""claim"": ""You should be trying to help the new colleague become comfortable with the new responsibilities and integrate into the team"",
    ""ground"": []
  },
  {
    ""claim"": ""Your boss has tasked you with an important role of evaluating and judging another member of the team"",
    ""ground"": []
  },
  {
    ""claim"": ""Evaluating and judging another member of the team could cause tension and impair the team formation effort"",
    ""ground"": []
  },
  {
    ""claim"": ""This is an important task, and needs to be performed well"",
    ""ground"": []
  },
  {
    ""claim"": ""Your boss should be able to observe and evaluate the new employee"",
    ""ground"": [""the boss has the responsibility to perform that role""]
  },
  {
    ""claim"": ""You may have unique or superior skills in some area"",
    ""ground"": []
  },
  {
    ""claim"": ""The boss may want to know how well the team is coalescing"",
    ""ground"": []
  },
  {
    ""claim"": ""You could approach this from a positive perspective and help the new colleague develop a training plan to more quickly adapt to the new team and new responsibilities"",
    ""ground"": []
  },
  {
    ""claim"": ""You could ask your boss to clarify what they want"",
    ""ground"": []
  },
  {
    ""claim"": ""If you are uncomfortable with the role, ask the boss why and what information they seek"",
    ""ground"": []
  }
]",My boss asked me to keep an eye on a colleague and report how he performs. How should I respond?,"This is a challenging question. As a coworker, you should be trying to help the new colleague become comfortable with the new responsibilities and integrate into the team. But your boss has also tasked you with an important role of evaluating and judging another member of the team, which could cause tension and impair the team formation effort. This is an important task, and needs to be performed well. Your boss should be able to observe and evaluate the new employee, and has the responsibility to perform that role.That said, you may have unique or superior skills in some area, or the boss may want to know how well the team is coalescing. You could approach this from a positive perspective and help the new colleague develop a training plan to more quickly adapt to the new team and new responsibilities. You could ask your boss to clarify what they want, and if you are uncomfortable with the role, ask the boss why and what information they seek.","Commentators generally agree that the original poster should be honest, fair, and objective when evaluating the coworker and obey his boss and do it. They warn him against hurting interpersonal relations. Some commentators believe that the boss should never have asked the OP to observe the coworker and that he is trying to shift responsibility. The OP takes time to give additional details about the situation.",51,stack,1
"[
  {
    ""claim"": ""\""Empowerment\"" is generally a euphemism for \""abdication of management responsibility.\"""",
    ""ground"": []
  },
  {
    ""claim"": ""\""Keep an eye on\"" implies a type of observation associated with toddlers who might get into trouble."",
    ""ground"": []
  },
  {
    ""claim"": ""A general rule for objectivity when reporting on people and their activities is the avoidance of anything for which there is no useful \""unit of measure.\"""",
    ""ground"": []
  },
  {
    ""claim"": ""You should avoid providing subjective assessments unless you are widely thought to be an expert within the company."",
    ""ground"": []
  },
  {
    ""claim"": ""Tell the boss that you can only provide facts; their importance and relevance are a matter for management."",
    ""ground"": []
  }
]",My boss asked me to keep an eye on a colleague and report how he performs. How should I respond?,"(Note: I was in IT management from 1995-2012, after which I decided to return to being a worker bee.)   ""Empowerment"" is generally a euphemism for ""abdication of management responsibility."" And ""keep an eye on"" implies a type of observation associated with toddlers who might get into trouble.   Stay objective. A general rule for objectivity when reporting on people and their activities is the avoidance of anything for which there is no useful ""unit of measure."" You can say these things about your colleague:   Comes to work on time.   Is available during the workday.   Sticks to the assigned task (assuming that you understand what it is).   Gets job done (assuming there is a due date).  Follows measurable processes, such as keeping source code committed to the repo, or keeping documents in the approved, secure environment.   You should avoid providing subjective assessments  unless you are widely thought to be an expert within the company . Tell the boss that you can only provide facts; their importance and relevance are a matter for management.","Commentators generally agree that the original poster should be honest, fair, and objective when evaluating the coworker and obey his boss and do it. They warn him against hurting interpersonal relations. Some commentators believe that the boss should never have asked the OP to observe the coworker and that he is trying to shift responsibility. The OP takes time to give additional details about the situation.",51,stack,1
"[
  {
    ""claim"": ""It becomes part of your responsibilities"",
    ""ground"": [""this is what your boss wants""]
  },
  {
    ""claim"": ""Try to track performance in objective terms"",
    ""ground"": []
  },
  {
    ""claim"": ""Don't get into making a judgement on someone devotion"",
    ""ground"": []
  },
  {
    ""claim"": ""You can be devoted, but poorly trained which prevents things from getting done"",
    ""ground"": []
  },
  {
    ""claim"": ""Try to get your boss to be more specific about what to look for and what the expectations are"",
    ""ground"": [""in the future""]
  },
  {
    ""claim"": ""No point is saying the person is getting all her work done when you don't know what is expected"",
    ""ground"": []
  }
]",My boss asked me to keep an eye on a colleague and report how he performs. How should I respond?,"If this is what your boss wants, it becomes part of your responsibilities. Try to track performance in objective terms and don't get into making a judgement on someone devotion. You can be devoted, but poorly trained which prevents things from getting done.  In the future, try to get your boss to be more specific about what to look for and what the expectations are. No point is saying the person is getting all her work done when you don't know what is expected.","Commentators generally agree that the original poster should be honest, fair, and objective when evaluating the coworker and obey his boss and do it. They warn him against hurting interpersonal relations. Some commentators believe that the boss should never have asked the OP to observe the coworker and that he is trying to shift responsibility. The OP takes time to give additional details about the situation.",51,stack,1
"[  
  {  
    ""claim"": ""A manager asking this of a subordinate is incredibly irresponsible"",  
    ""ground"": []  
  },  
  {  
    ""claim"": ""You should report only on things you have the ability to subjectively evaluate"",  
    ""ground"": []  
  },  
  {  
    ""claim"": ""I cannot report that he is diligent and dedicated"",  
    ""ground"": [""That is more opinion""]  
  },  
  {  
    ""claim"": ""I can report that he is able to adequately understand the technology used on the project and use/create code without my direct interaction"",  
    ""ground"": []  
  }  
]",My boss asked me to keep an eye on a colleague and report how he performs. How should I respond?,"Though I think it is incredibly irresponsible of a manager to ask this of a subordinate, I will give this as advice if he presses the issue:  Report only on things you have the ability to subjectively evaluate. Can I report that he is diligent and dedicated? No. That's more opinion. Can I report that he is able to adequately understand the technology used on the project and use/create code without my direct interaction? Yes.","Commentators generally agree that the original poster should be honest, fair, and objective when evaluating the coworker and obey his boss and do it. They warn him against hurting interpersonal relations. Some commentators believe that the boss should never have asked the OP to observe the coworker and that he is trying to shift responsibility. The OP takes time to give additional details about the situation.",51,stack,1
"[{""claim"": ""An administrator of a website or network may decide to suspend a user, preventing them access for a period of time"", ""ground"": []}]","Antonym of ""suspend"" as in ""Suspend a user account""","An administrator of a website or network may decide to suspend a user, preventing them access for a period of time. Is there an antonym of 'suspend' meaning to re-allow that user access?","The commenters differ on which word they feel is the best antonym for suspend, but they provide many similar words to answer this question. The most popular suggestion is reactivate. The commenters also suggest reactivate, activate, reinstate, activate, and unlock. Unsuspend is also a suggestion, but the commenters are unsure if this is appropriate.",52,stack,1
"[{""claim"": ""I would use reinstate"", ""ground"": [""reinstate means to put back or establish again, as in a former position or state"", ""reinstate means to reinstate the ousted chairman""]}]","Antonym of ""suspend"" as in ""Suspend a user account""","I would use  reinstate :   to put back or establish again, as in a former position or state:  to reinstate the ousted chairman.","The commenters differ on which word they feel is the best antonym for suspend, but they provide many similar words to answer this question. The most popular suggestion is reactivate. The commenters also suggest reactivate, activate, reinstate, activate, and unlock. Unsuspend is also a suggestion, but the commenters are unsure if this is appropriate.",52,stack,1
"[{""claim"": ""\""Reactivate\"" is the clearest"", ""ground"": []}, {""claim"": ""Some may find \""reactivate\"" ugly"", ""ground"": []}, {""claim"": ""\""Resume\"" or \""restore\"" will only make sense in a context where it is clear that the account has been suspended"", ""ground"": []}, {""claim"": ""\""Reactivate\"" is fairly obvious even without context"", ""ground"": []}]","Antonym of ""suspend"" as in ""Suspend a user account""","I would use either ""resume"", ""restore"" or ""reactivate"".   ""Reactivate"" is the clearest, but some may find it ugly.   The others will only make sense in a context where it is clear that the account has been suspended, whereas ""reactivate"" is fairly obvious even without context.","The commenters differ on which word they feel is the best antonym for suspend, but they provide many similar words to answer this question. The most popular suggestion is reactivate. The commenters also suggest reactivate, activate, reinstate, activate, and unlock. Unsuspend is also a suggestion, but the commenters are unsure if this is appropriate.",52,stack,1
"[
  {
    ""claim"": ""The word we usually use is just 'activate'"",
    ""ground"": [""I have just activated it for you"", ""that is usually the on-screen option, button or command used in the software to do what you are saying""]
  },
  {
    ""claim"": ""The origin of 'account' comes from mainframes when you had to pay to use it and your account was the amount of money you had put in"",
    ""ground"": [""When you ran out of money your account was suspended, just like business accounting systems would do to customers""]
  },
  {
    ""claim"": ""Try looking at business accounting terms if you want more ideas"",
    ""ground"": [""business accounting systems would suspend accounts when customers ran out of money""]
  }
]","Antonym of ""suspend"" as in ""Suspend a user account""","As a sysadmin the word we usually use is just 'activate'. e.g your account was suspended because the password expired, I have just activated it for you. It may not be grammatically correct but that is usually the on-screen option, button or command used in the software to do what you are saying.   (Or if you want to keep looking for other words, the origin of 'account' comes from mainframes when you had to pay to use it and your account was the amount of money you had put in. When you ran out of money your account was suspended, just like business accounting systems would do to customers. Try looking at business accounting terms if you want more ideas )","The commenters differ on which word they feel is the best antonym for suspend, but they provide many similar words to answer this question. The most popular suggestion is reactivate. The commenters also suggest reactivate, activate, reinstate, activate, and unlock. Unsuspend is also a suggestion, but the commenters are unsure if this is appropriate.",52,stack,1
"[{""claim"": ""Suspend and Lift Suspension make sense to me"", ""ground"": []}]","Antonym of ""suspend"" as in ""Suspend a user account""",Suspend and Lift Suspension make sense to me.,"The commenters differ on which word they feel is the best antonym for suspend, but they provide many similar words to answer this question. The most popular suggestion is reactivate. The commenters also suggest reactivate, activate, reinstate, activate, and unlock. Unsuspend is also a suggestion, but the commenters are unsure if this is appropriate.",52,stack,1
"[{""claim"": ""You could use 'unlock' as the antonym"", ""ground"": [""If you see 'suspend' as a synonym to 'lock' because you forbid the person to use the computer system or software he wants""]}]","Antonym of ""suspend"" as in ""Suspend a user account""","If you see ""suspend"" as a synonym to ""lock"" because you forbid the person to use the computer system or software he wants, you could use ""unlock"" as the antonym.","The commenters differ on which word they feel is the best antonym for suspend, but they provide many similar words to answer this question. The most popular suggestion is reactivate. The commenters also suggest reactivate, activate, reinstate, activate, and unlock. Unsuspend is also a suggestion, but the commenters are unsure if this is appropriate.",52,stack,1
"[
  {
    ""claim"": ""I use the verbs 'activate' and 'inactivate' for these purposes"",
    ""ground"": []
  },
  {
    ""claim"": ""The 'IsActive' field stores the answer, which is yes for active and no for inactive in the database"",
    ""ground"": []
  },
  {
    ""claim"": ""'IsActive' is simple and concise"",
    ""ground"": []
  },
  {
    ""claim"": ""Having to use terms like suspend/unsuspend or lock/unlock can be confusing"",
    ""ground"": []
  }
]","Antonym of ""suspend"" as in ""Suspend a user account""","I use the verbs ""activate"" and ""inactivate"" for these purposes.   In the database, the ""IsActive"" field stores the answer, which is yes for active and no for inactive.  It's simple and concise.    Having to use terms like suspend/unsuspend or lock/unlock can be confusing.","The commenters differ on which word they feel is the best antonym for suspend, but they provide many similar words to answer this question. The most popular suggestion is reactivate. The commenters also suggest reactivate, activate, reinstate, activate, and unlock. Unsuspend is also a suggestion, but the commenters are unsure if this is appropriate.",52,stack,1
"[
  {
    ""claim"": ""Your questions are sensible enough to base a conversation on"",
    ""ground"": []
  }
]",A word for not wanting to talk much,"What is a word for when someone speaks or answers you using single words like ""yes"", ""okay"", or ""probably"", but your questions are sensible enough to base a conversation on?","Some ideas for words that are repeated more than once are ""answering in monosyllables""/monosyllabic, taciturn, reticent, tight-lipped, and closed-mouthed. In particular, one user has several other ideas in addition to the latter three, including curt and brusque, but notes that connotation is very important and that not all of these would be reasonable to use in all circumstances.",53,stack,1
"[
  {
    ""claim"": ""The right word choice depends as much on connotation as definition"",
    ""ground"": []
  },
  {
    ""claim"": ""\""Curt\"" comes to mind"",
    ""ground"": [""'Curt' strongly connotes discourtesy""]
  },
  {
    ""claim"": ""\""Brusque\"" is a similar word, with similar connotations"",
    ""ground"": []
  },
  {
    ""claim"": ""Neither of those words is especially popular"",
    ""ground"": []
  },
  {
    ""claim"": ""I would not shy away from using them in everyday speaking or writing"",
    ""ground"": [""Neither of those words is especially popular, but not to the point that I would shy away from using them""]
  },
  {
    ""claim"": ""\""Reticent\"" has no connotation of discourtesy"",
    ""ground"": []
  },
  {
    ""claim"": ""\""Reticent\"" gives the connotation that the speaker's shortness has more to do with the speaker's mood or personality, and nothing to do with you or how you're being treated"",
    ""ground"": []
  },
  {
    ""claim"": ""Terms like \""tight-lipped\"" and \""closed-mouthed\"" are synonymous with \""reticent\"""",
    ""ground"": []
  },
  {
    ""claim"": ""Terms like \""tight-lipped\"" and \""closed-mouthed\"" are often used in the context of secrets"",
    ""ground"": []
  },
  {
    ""claim"": ""Terms like \""tight-lipped\"" and \""closed-mouthed\"" imply that information is being withheld"",
    ""ground"": []
  },
  {
    ""claim"": ""Neither of them implies discourtesy"",
    ""ground"": []
  },
  {
    ""claim"": ""They are often used to convey a certain mild disappointment on the part of the person who desires the information"",
    ""ground"": []
  }
]",A word for not wanting to talk much,"The right word choice depends as much on connotation as definition. You're inviting someone to converse, and your invitation is being declined. I get the idea that you feel you're being rebuffed, and you want a word to describe the mostly monosyllabic responses you get in that light.   ""Curt"" comes to mind. It strongly connotes discourtesy. ""Brusque"" is a similar word, with similar connotations. Neither of those words is especially popular, but not to the point that I would shy away from using them in everyday speaking or writing.   ""Reticent"" has no connotation of discourtesy. It gives the connotation that the speaker's shortness has more to do with the speaker's mood or personality, and nothing to do with you or how you're being treated.   Terms like ""tight-lipped"" and ""closed-mouthed"" are synonymous with ""reticent,"" but they are often used in the context of secrets. They imply that information is being withheld. Although neither of them implies discourtesy, they are often used to convey a certain a certain mild disappointment on the part of the person who desires the information.","Some ideas for words that are repeated more than once are ""answering in monosyllables""/monosyllabic, taciturn, reticent, tight-lipped, and closed-mouthed. In particular, one user has several other ideas in addition to the latter three, including curt and brusque, but notes that connotation is very important and that not all of these would be reasonable to use in all circumstances.",53,stack,1
"[{""claim"": ""Laconic is an adjective"", ""ground"": [""Laconic means using or marked by the use of few words; terse or concise""]}]",A word for not wanting to talk much,See the list of synonyms at  laconic  here:   http://www.thefreedictionary.com/laconic  Laconic  adj.  Using or marked by the use of few words; terse or concise.,"Some ideas for words that are repeated more than once are ""answering in monosyllables""/monosyllabic, taciturn, reticent, tight-lipped, and closed-mouthed. In particular, one user has several other ideas in addition to the latter three, including curt and brusque, but notes that connotation is very important and that not all of these would be reasonable to use in all circumstances.",53,stack,1
"[{""claim"": ""\""Monosyllabic\"" is often used for a person who deals in one word answers"", ""ground"": [""technically it refers to words of a single syllable"", ""it is often extended to include single word, or curt, answers""]}]",A word for not wanting to talk much,"""Monosyllabic"" is often used for a person who deals in one word answers: technically it refers to words of a single syllable, but if is often extended to include single word,  or curt , answers.","Some ideas for words that are repeated more than once are ""answering in monosyllables""/monosyllabic, taciturn, reticent, tight-lipped, and closed-mouthed. In particular, one user has several other ideas in addition to the latter three, including curt and brusque, but notes that connotation is very important and that not all of these would be reasonable to use in all circumstances.",53,stack,1
"[
  {
    ""claim"": ""\""tight-lipped\"""",
    ""ground"": [""\""tight-lipped\"" means being unwilling to speak or reveal information""]
  },
  {
    ""claim"": ""\""closed-mouthed\"""",
    ""ground"": [""\""closed-mouthed\"" means being unwilling to speak or reveal information""]
  },
  {
    ""claim"": ""\""reticent\"""",
    ""ground"": [""\""reticent\"" means being unwilling to speak or reveal information""]
  }
]",A word for not wanting to talk much,"""tight-lipped""  ""closed-mouthed""  ""reticent""","Some ideas for words that are repeated more than once are ""answering in monosyllables""/monosyllabic, taciturn, reticent, tight-lipped, and closed-mouthed. In particular, one user has several other ideas in addition to the latter three, including curt and brusque, but notes that connotation is very important and that not all of these would be reasonable to use in all circumstances.",53,stack,1
"[{""claim"": ""\""not very talkative\"" might fit"", ""ground"": []}]",A word for not wanting to talk much,"""not very talkative"" might fit.","Some ideas for words that are repeated more than once are ""answering in monosyllables""/monosyllabic, taciturn, reticent, tight-lipped, and closed-mouthed. In particular, one user has several other ideas in addition to the latter three, including curt and brusque, but notes that connotation is very important and that not all of these would be reasonable to use in all circumstances.",53,stack,1
